,variance,mean,min,max
1565894_at,0.6278342803030305,5.36030303030303,3.67,6.33
1565895_at,0.5399308712121212,3.22939393939394,1.94,3.88
1565896_at,0.4091647727272728,3.3809090909090904,2.14,4.03
1565897_at,0.8631479166666668,3.743333333333334,1.85,5.33
1565898_at,0.32695018939393933,3.074242424242424,1.86,3.66
1565900_at,0.32133768939393953,2.877575757575757,1.76,3.33
1565903_at,1.1175255681818188,5.674545454545454,4.12,7.39
1565905_at,0.5170746212121212,5.833939393939393,4.6,6.69
1565906_at,0.4331757575757575,3.3248484848484847,2.08,4.05
1565908_at,0.6538416666666669,4.626666666666667,2.93,6.08
1565909_at,0.5004945075757579,4.308484848484849,2.9,5.45
1565910_at,0.3095996212121211,3.11060606060606,2.09,3.74
1565911_at,0.6796467803030304,4.423030303030303,2.75,5.79
1565912_at,0.7340445075757575,3.4451515151515157,1.82,4.81
1565913_at,0.32655700757575756,3.0151515151515156,1.91,3.73
1565915_at,0.27476325757575754,2.7451515151515156,1.56,3.37
1565917_at,0.3704984848484849,2.7578787878787887,1.69,3.6
1565918_a_at,0.49298920454545475,3.767272727272729,2.52,4.74
1565920_at,0.9141653409090914,3.311818181818182,1.65,5.25
1565921_a_at,0.20919393939393938,4.102424242424243,3.23,4.76
1565923_at,0.33472102272727267,2.6690909090909085,1.61,3.51
1565924_a_at,0.36419602272727264,3.019090909090909,1.85,3.56
1565925_at,0.27511723484848494,2.7412121212121217,1.78,3.29
1565927_s_at,0.3313229166666667,3.4966666666666666,2.5,4.23
1565928_at,1.4485840909090906,4.331818181818182,2.61,5.94
1565929_s_at,0.46918409090909086,4.061818181818182,2.46,4.83
1565934_at,0.4529030303030303,3.6896969696969704,2.32,4.58
1565935_at,0.7276916666666665,4.743333333333333,3.34,6.19
1565936_a_at,0.2797522727272727,3.3409090909090904,2.27,4.27
1565937_a_at,0.4275757575757576,2.7915151515151515,1.63,3.5
1565939_at,0.4488666666666667,2.9333333333333336,1.56,3.54
1565947_a_at,0.4344715909090908,3.0818181818181825,1.82,3.95
1565949_x_at,0.3589626893939393,3.007575757575758,1.91,3.69
1565951_s_at,0.3359653409090911,2.8218181818181822,1.75,3.39
1565974_at,0.3677689393939394,4.987575757575758,3.79,6.22
1565975_at,0.46676534090909105,3.338181818181818,2.02,4.11
1565976_at,0.4717676136363637,2.9163636363636365,1.72,3.7
1565978_a_at,0.4832505681818181,3.215454545454545,1.7,4.07
1565998_at,0.5249484848484849,3.677878787878788,2.27,4.58
1565999_at,0.24207803030303032,2.833030303030304,1.9,3.38
1566001_at,0.4802229166666665,4.466666666666666,3.19,5.31
1566002_at,1.154034090909091,4.858181818181819,2.87,6.17
1566003_x_at,0.8743551136363636,5.203636363636363,3.34,6.49
1566029_at,0.8392609848484851,5.482121212121213,3.62,6.48
1566030_at,0.4591564393939394,3.0624242424242425,1.87,4.08
1566032_at,0.4274126893939393,3.542424242424242,2.31,4.61
1566033_at,0.4028558712121212,3.526060606060605,2.3,4.11
1566037_at,1.0923528409090908,4.271818181818183,2.38,5.61
1566038_at,0.7191172348484848,5.03878787878788,3.48,6.1
1566039_a_at,0.2970085227272729,4.2390909090909075,3.23,4.99
1566040_at,0.626305871212121,3.35939393939394,1.98,4.09
1566041_at,0.34545227272727264,4.170909090909092,3.13,4.86
1566042_at,0.2994820075757575,3.5184848484848485,2.47,4.35
1566043_at,0.7523422348484848,3.4512121212121207,2.02,4.74
1566044_at,0.5233335227272727,3.929090909090909,2.4,5.05
1566046_at,0.2691592803030304,4.403030303030303,3.64,5.16
1566047_at,0.2774155303030303,2.873030303030304,1.79,3.92
1566079_at,1.0112507575757574,3.6551515151515144,2.06,4.8
1566080_at,0.5440426136363636,4.296363636363637,3.0,5.53
1566081_at,0.33510643939393925,3.1057575757575755,1.96,3.71
1566082_at,0.5735630681818186,3.765454545454545,2.3,4.73
1566084_at,0.23705227272727278,2.7009090909090907,1.74,3.15
1566086_at,0.5798422348484846,4.152121212121211,2.69,4.93
1566087_at,0.31599659090909094,2.968181818181818,1.91,3.85
1566093_at,0.4557630681818181,4.535454545454545,3.22,5.35
1566094_at,0.32023181818181823,2.8045454545454556,1.64,3.48
1566096_x_at,0.2654926136363636,2.7736363636363635,1.75,3.33
1566097_at,0.5973132575757575,4.6048484848484845,3.13,5.93
1566098_at,0.41577784090909087,4.791818181818183,3.37,5.42
1566099_at,0.4049109848484847,4.858787878787878,3.85,6.02
1566101_at,0.3460126893939395,3.602424242424244,2.52,4.41
1566102_at,0.44537575757575765,3.5448484848484845,2.13,4.48
1566105_at,0.543348484848485,5.171212121212122,3.98,6.46
1566106_at,0.9559695075757576,4.098484848484849,2.09,5.22
1566108_at,0.5754592803030305,3.4769696969696975,2.12,4.87
1566109_at,0.30448295454545443,2.7072727272727266,1.68,3.41
1566110_at,0.9756155303030304,6.063030303030303,4.1,7.1
1566111_at,0.3870814393939395,4.312424242424243,3.01,5.05
1566113_at,0.5299854166666667,3.536666666666667,2.17,4.23
1566114_at,0.552683522727273,3.73090909090909,2.15,4.74
1566115_at,0.2888405303030303,2.85969696969697,1.83,3.59
1566123_at,0.49996534090909084,3.961818181818181,2.68,5.22
1566124_a_at,0.9521142045454541,4.022727272727273,2.22,5.26
1566126_at,0.6367568181818182,3.5545454545454547,2.01,4.42
1566127_at,0.7048797348484851,3.772121212121213,2.14,4.62
1566129_at,0.3884967803030303,3.036969696969699,1.61,3.67
1566134_at,0.22946136363636363,5.493636363636362,4.42,6.26
1566135_at,0.5785905303030305,5.870303030303031,4.1,6.81
1566136_at,0.5148564393939393,4.905757575757576,3.24,5.8
1566137_s_at,0.730289772727273,4.819090909090909,3.36,6.59
1566138_at,0.5193820075757576,4.305151515151515,2.66,5.06
1566139_at,0.3572359848484848,3.6078787878787875,2.53,4.3
1566140_at,0.3596579545454546,3.232727272727272,2.04,4.3
1566141_at,0.5822570075757575,3.6815151515151516,2.35,4.97
1566142_at,0.45217178030303035,3.7069696969696984,2.46,4.72
1566144_at,0.3433280303030303,4.943030303030304,3.79,5.68
1566145_s_at,0.4483229166666667,4.143333333333333,2.78,5.04
1566146_x_at,0.4233704545454543,4.077272727272727,2.71,4.72
1566147_a_at,0.6366064393939392,5.117575757575758,3.72,6.14
1566149_at,0.6600172348484847,5.077878787878788,3.54,5.95
1566150_at,0.3119772727272727,2.7790909090909084,1.71,3.29
1566151_at,0.6274541666666662,4.636666666666666,3.2,5.36
1566152_a_at,0.5834558712121214,3.8360606060606055,2.07,4.89
1566156_at,0.4665126893939395,6.005757575757575,4.71,6.68
1566157_x_at,0.519679734848485,5.972121212121212,4.73,6.82
1566158_at,0.2679926136363636,3.453636363636363,2.48,4.34
1566161_at,0.3324570075757575,2.7615151515151513,1.6,3.51
1566162_x_at,0.26180928030303025,2.7503030303030305,1.72,3.38
1566163_at,0.5508905303030301,3.003030303030304,1.68,4.0
1566165_at,0.33594962121212124,3.700606060606061,2.55,4.73
1566166_at,0.3794484848484849,2.962121212121212,1.87,3.62
1566168_at,0.3050382575757575,5.4315151515151525,4.26,6.2
1566169_at,0.3796558712121212,3.123939393939395,1.98,3.92
1566171_at,0.6834359848484849,6.178787878787878,4.42,6.98
1566176_at,0.5152382575757575,3.4015151515151514,1.78,4.5
1566177_at,1.0549621212121207,6.573939393939394,4.79,7.99
1566178_x_at,0.6251359848484848,6.057878787878788,4.68,7.27
1566181_at,0.30585700757575773,4.165151515151516,2.98,4.9
1566182_at,0.4181121212121211,4.549393939393938,3.2,5.85
1566183_at,0.30896553030303026,4.006969696969697,2.72,5.07
1566185_at,0.3894443181818181,4.674545454545454,3.32,5.44
1566186_at,0.8404445075757575,4.004848484848486,2.29,5.27
1566190_at,0.5387210227272727,3.9009090909090913,2.54,4.95
1566191_at,0.25162462121212115,2.710606060606061,1.65,3.34
1566194_at,0.5113655303030302,3.506969696969697,2.13,4.43
1566195_at,0.4342647727272727,4.99909090909091,3.94,6.02
1566201_at,0.32579337121212104,2.8306060606060606,1.76,3.84
1566202_at,0.32291893939393956,2.742424242424242,1.66,3.28
1566203_at,0.3473814393939394,3.142424242424242,2.01,3.69
1566204_at,0.7365547348484848,3.6187878787878787,2.26,4.92
1566207_at,0.4643926136363636,5.133636363636365,3.92,6.03
1566208_at,0.43665681818181795,4.094545454545455,2.8,4.87
1566209_at,0.6357905303030299,3.606969696969697,2.2,4.76
1566210_at,0.3176979166666668,4.023333333333333,2.96,4.94
1566215_at,0.6578530303030303,4.123030303030303,2.49,5.37
1566217_at,0.4119064393939395,3.474242424242425,2.03,4.11
1566218_at,0.8689030303030302,4.71030303030303,2.91,5.78
1566219_at,0.4431590909090909,3.088181818181818,1.83,3.85
1566221_at,0.46229223484848486,4.1478787878787875,2.87,4.79
1566222_at,0.6923797348484847,3.4678787878787882,2.03,4.49
1566228_at,0.6596467803030304,3.703030303030303,2.03,4.65
1566229_a_at,0.8955030303030304,4.3130303030303025,2.57,5.84
1566231_at,0.3876257575757575,5.7251515151515155,4.4,6.36
1566232_at,0.8316460227272726,4.790909090909092,3.25,6.2
1566235_at,0.2931030303030304,4.956969696969697,3.75,5.89
1566236_at,0.7315320075757575,4.931515151515151,3.22,6.19
1566242_at,0.561152840909091,4.521818181818181,3.15,5.34
1566243_at,0.4698376893939394,3.5424242424242425,1.96,4.63
1566248_at,0.6496530303030299,4.339696969696969,2.75,5.21
1566249_at,0.5086967803030303,4.453030303030303,3.12,5.39
1566251_at,0.3038780303030302,2.5396969696969696,1.54,3.12
1566253_at,0.3768251893939394,2.832424242424242,1.48,3.39
1566256_s_at,0.32637462121212135,3.0406060606060614,2.01,3.65
1566257_at,0.2861484848484849,3.857878787878788,2.92,4.86
1566265_at,0.3074047348484847,2.8821212121212127,1.87,3.58
1566266_at,0.3584842803030302,2.660303030303031,1.52,3.24
1566267_at,0.5202376893939396,3.3157575757575763,1.87,3.98
1566268_at,0.43668977272727283,3.520909090909092,2.11,4.42
1566269_at,0.38843087121212116,3.1439393939393936,1.98,4.21
1566271_x_at,0.3837880681818181,2.9554545454545456,1.62,3.65
1566272_at,0.3158945075757578,2.815151515151515,1.78,3.34
1566276_at,1.0882104166666664,4.436666666666666,2.52,5.69
1566277_at,0.5523467803030305,3.5903030303030294,2.19,4.8
1566278_at,0.5165001893939394,4.405757575757576,2.9,5.49
1566279_at,0.32783011363636355,3.023636363636364,1.87,3.65
1566284_at,0.564288068181818,3.454545454545454,2.04,4.58
1566285_at,0.47678143939393963,3.507575757575758,2.09,4.6
1566288_at,0.6496320075757578,3.905151515151516,2.44,5.02
1566289_at,0.7307528409090909,3.618181818181818,2.06,4.8
1566294_at,0.6630757575757574,3.251515151515152,1.82,4.28
1566295_at,0.8886189393939393,3.994242424242424,2.41,5.79
1566301_at,0.6767647727272725,3.9709090909090916,2.38,5.03
1566302_at,0.4414655303030305,4.489696969696969,3.0,5.73
1566303_s_at,1.1066142045454546,6.322727272727274,4.27,7.69
1566323_at,0.2363829545454545,2.577272727272727,1.65,3.34
1566324_a_at,0.3721382575757576,2.751515151515152,1.61,3.48
1566337_x_at,0.33443011363636355,2.6363636363636362,1.56,3.2
1566339_at,0.9132945075757575,4.001515151515152,2.3,5.58
1566340_at,0.4251246212121212,4.5260606060606055,3.24,5.55
1566342_at,0.43910473484848495,4.307878787878788,3.19,5.46
1566362_at,0.526034090909091,2.968181818181818,1.55,3.8
1566363_at,0.44723143939393933,3.554242424242424,2.33,4.58
1566402_at,0.4923217803030304,4.74030303030303,3.6,5.82
1566403_at,0.7455215909090908,4.588181818181817,2.84,5.46
1566419_at,0.4780621212121213,3.019393939393939,1.81,4.03
1566424_at,0.35232291666666665,3.686666666666666,2.38,4.47
1566425_at,0.48727178030303026,5.5630303030303025,4.18,6.77
1566426_at,0.6038704545454544,3.6127272727272732,1.97,4.5
1566427_at,0.3779085227272729,4.52090909090909,3.39,5.98
1566428_at,0.3717022727272726,2.7409090909090916,1.62,3.26
1566432_at,0.6162183712121213,6.003939393939395,4.45,6.96
1566433_at,0.6560880681818181,4.855454545454545,3.45,6.23
1566437_at,0.335017234848485,2.877878787878789,1.77,3.6
1566438_at,0.34533825757575753,3.4151515151515155,2.36,4.42
1566439_at,0.2987189393939395,2.5624242424242425,1.6,3.11
1566440_at,0.5970320075757576,3.7051515151515155,2.31,4.65
1566441_at,0.6875320075757574,4.318484848484849,3.13,6.01
1566442_at,0.2731172348484849,2.9387878787878785,1.87,3.57
1566445_at,0.38144431818181823,3.5354545454545465,2.44,4.33
1566446_at,0.4237801136363637,3.123636363636364,1.98,3.96
1566447_at,0.5438210227272726,3.6909090909090914,2.36,4.45
1566448_at,0.6042655303030303,3.9230303030303033,2.26,4.74
1566449_at,0.295429734848485,2.9312121212121207,1.76,3.55
1566452_at,1.037193371212121,5.636060606060606,4.0,7.35
1566454_at,0.6315814393939394,4.497575757575757,3.13,5.45
1566455_at,0.62002803030303,3.743030303030303,2.46,5.2
1566456_at,0.6791626893939393,5.655757575757576,3.93,6.9
1566457_at,0.9210007575757575,5.068484848484849,3.26,6.15
1566459_at,0.4509939393939395,3.147575757575757,1.75,3.88
1566461_at,0.36716950757575756,3.285151515151515,2.25,4.08
1566462_at,0.2159126893939395,3.252424242424242,2.48,3.94
1566463_at,0.755617613636364,3.703636363636364,2.0,4.83
1566464_at,0.50270303030303,3.1930303030303038,1.87,4.13
1566465_at,0.6426041666666671,3.3633333333333346,2.06,4.86
1566468_at,0.29888295454545444,3.0527272727272736,1.91,3.82
1566469_at,0.5273655303030302,3.300303030303031,1.97,4.35
1566471_at,0.4623780303030303,6.436969696969695,5.07,7.42
1566472_s_at,1.1988183712121214,4.53060606060606,2.58,5.62
1566473_a_at,0.38107784090909086,4.241818181818181,3.14,5.09
1566474_at,0.6901767045454547,5.602727272727271,4.11,6.58
1566475_at,0.587879734848485,4.192121212121212,2.68,5.06
1566476_at,0.4776746212121213,4.056060606060606,2.6,4.82
1566477_at,0.6044484848484848,4.488787878787878,2.93,5.46
1566478_at,0.32490681818181816,2.7754545454545454,1.74,3.56
1566480_x_at,0.7194541666666667,6.073333333333333,4.43,7.16
1566481_at,0.281227840909091,3.478181818181818,2.24,4.41
1566482_at,0.4073195075757575,3.884848484848485,2.68,4.89
1566484_at,0.4839695075757577,4.831515151515151,3.51,5.76
1566485_at,0.36233806818181813,2.774545454545455,1.64,3.45
1566486_at,0.2805734848484847,3.6212121212121224,2.56,4.29
1566487_at,0.3652751893939394,2.8775757575757583,1.56,3.59
1566490_at,0.5709501893939393,3.6242424242424254,2.25,4.29
1566491_at,0.2877979166666666,2.9533333333333336,1.88,3.61
1566498_at,0.8377005681818182,5.004545454545455,3.47,6.81
1566499_at,0.8629467803030304,4.040303030303031,2.27,5.56
1566500_at,0.48042462121212115,3.82939393939394,2.44,4.69
1566501_at,0.7480234848484849,4.647878787878788,3.21,5.8
1566502_at,0.25582784090909094,5.471818181818183,4.39,6.15
1566503_at,0.36290852272727275,4.909090909090908,3.66,5.67
1566504_at,1.136896590909091,4.898181818181818,2.81,6.67
1566505_at,0.6076030303030301,4.106969696969697,2.54,4.97
1566507_a_at,0.644173484848485,3.767878787878788,2.08,4.95
1566509_s_at,1.3364030303030305,6.803030303030303,5.36,8.47
1566511_at,0.34328352272727264,3.189090909090909,2.1,3.97
1566512_at,0.18798636363636365,5.483636363636364,4.64,6.47
1566513_a_at,0.5209609848484849,4.081212121212121,2.67,4.99
1566514_at,0.28295170454545454,3.477272727272727,2.32,4.1
1566515_at,0.30039053030303026,2.6469696969696965,1.58,3.27
1566517_at,0.5782854166666667,3.5966666666666667,2.11,4.53
1566518_at,0.3232746212121214,2.8293939393939396,1.76,3.56
1566524_a_at,0.6891933712121212,4.75060606060606,3.22,5.97
1566526_at,0.6365051136363636,4.296363636363637,2.6,5.16
1566527_at,0.8489001893939396,4.692424242424243,3.05,5.81
1566528_at,0.5032030303030304,4.056969696969696,2.26,5.19
1566535_at,0.9347246212121215,4.2760606060606055,2.5,5.29
1566537_at,0.4502876893939393,2.865757575757576,1.61,4.15
1566538_at,0.27457348484848493,3.421212121212121,2.45,4.08
1566539_at,0.3585547348484848,2.911212121212121,1.87,3.72
1566540_at,1.4190130681818185,4.135454545454545,2.26,6.1
1566541_at,0.4546183712121212,3.533939393939394,2.23,4.5
1566543_at,0.39029848484848473,4.527878787878787,3.03,5.16
1566544_at,0.505765340909091,3.1281818181818184,1.81,3.8
1566548_at,0.5741426136363639,5.016363636363636,3.7,6.07
1566549_at,0.1261335227272727,4.88909090909091,4.28,5.59
1566550_at,0.5378613636363637,4.493636363636364,3.06,5.77
1566551_at,0.2929933712121211,2.8539393939393936,1.86,3.41
1566555_at,0.6502291666666669,4.113333333333333,2.42,5.35
1566557_at,0.7400829545454545,4.047272727272727,2.54,5.24
1566558_x_at,0.6935005681818183,4.364545454545454,3.08,5.69
1566569_at,0.4333426136363636,5.316363636363637,4.02,6.0
1566571_at,0.3915109848484848,3.557878787878787,2.23,4.17
1566576_at,0.5191255681818182,4.895454545454545,3.58,5.7
1566577_at,0.7694403409090906,5.388181818181818,3.68,6.52
1566580_at,0.8247104166666668,4.8166666666666655,3.41,6.21
1566581_at,0.593760984848485,6.551212121212121,5.2,7.83
1566582_x_at,0.37391950757575765,3.2984848484848484,2.1,4.22
1566585_at,0.7216467803030304,3.63030303030303,2.15,5.05
1566586_at,0.39655170454545446,4.837272727272727,3.65,6.04
1566596_at,0.8695820075757574,4.718484848484849,3.0,5.7
1566597_at,0.23191325757575756,2.884848484848484,1.81,3.5
1566598_at,0.5964238636363633,3.9863636363636368,2.51,4.93
1566599_at,0.46407178030303053,3.6596969696969692,2.33,4.65
1566600_at,0.3155695075757576,2.7584848484848483,1.72,3.36
1566602_at,0.5107710227272729,4.4809090909090905,3.0,5.53
1566603_s_at,0.5258445075757573,3.8084848484848477,2.51,4.87
1566605_at,0.35935643939393946,2.7457575757575765,1.55,3.45
1566606_a_at,0.3256780303030303,2.5896969696969703,1.59,3.23
1566607_at,0.4435297348484849,3.1821212121212117,1.89,3.98
1566608_at,0.5452564393939395,3.1257575757575755,1.79,4.28
1566609_at,0.43836041666666664,4.413333333333334,3.26,5.51
1566622_at,0.25643352272727277,4.120909090909091,3.0,4.92
1566623_at,0.8072767045454547,4.162727272727272,2.17,5.39
1566624_at,0.3232001893939395,2.607575757575758,1.57,3.31
1566630_at,1.0826405303030298,5.250303030303031,3.32,6.46
1566631_at,0.7284528409090911,3.7581818181818183,2.21,4.73
1566632_at,0.2970445075757576,2.8948484848484854,1.62,3.78
1566633_at,1.2495132575757573,4.811515151515151,2.67,5.94
1566637_at,0.29317556818181806,2.734545454545454,1.79,3.35
1566638_at,0.25843087121212116,3.266060606060606,2.18,3.98
1566642_at,0.3313007575757577,5.57848484848485,4.51,6.42
1566643_a_at,0.5439666666666665,4.423333333333333,3.0,5.66
1566644_at,0.2103507575757577,3.094848484848485,2.17,3.65
1566645_at,0.2702467803030303,2.886969696969697,1.94,3.37
1566646_at,0.5544882575757576,4.898484848484848,3.73,6.18
1566647_s_at,0.4831085227272727,4.870909090909091,3.48,6.04
1566653_at,0.549387121212121,4.293939393939394,2.94,5.42
1566656_a_at,0.4205403409090911,4.158181818181818,2.39,4.94
1566658_at,0.47533598484848494,3.4887878787878788,2.25,4.53
1566664_at,0.34242575757575777,3.6348484848484857,2.54,4.36
1566665_at,0.3285943181818183,3.0745454545454547,2.05,4.0
1566666_at,0.2986007575757576,3.001515151515151,2.04,3.59
1566670_at,0.5149405303030303,6.743030303030302,5.29,7.39
1566671_a_at,0.5100871212121212,5.0593939393939396,3.37,6.12
1566672_at,0.5330246212121212,4.333939393939394,2.96,5.26
1566673_at,0.4766840909090909,2.7781818181818183,1.49,3.45
1566677_at,0.4931405303030305,3.626969696969696,2.34,4.73
1566678_at,0.40002803030303025,5.179696969696971,4.04,6.19
1566680_at,0.39485852272727273,3.4890909090909092,2.35,4.31
1566688_at,0.5914079545454543,4.0227272727272725,2.49,5.06
1566689_at,0.5806382575757575,4.221515151515151,2.68,5.43
1566690_at,1.0426142045454545,5.077272727272728,3.25,6.11
1566691_at,0.2352757575757575,3.2915151515151515,2.26,3.89
1566693_at,0.3250854166666668,3.273333333333332,2.1,3.92
1566694_at,0.3146291666666666,2.806666666666666,1.71,3.38
1566695_at,0.3389717803030305,2.993030303030303,1.77,3.6
1566696_at,0.27662462121212117,4.316060606060606,3.07,4.91
1566697_at,0.5590001893939396,4.234242424242424,2.98,5.49
1566698_at,0.4656695075757574,2.9284848484848482,1.59,3.71
1566700_at,0.9158933712121211,5.466060606060605,3.5,6.6
1566701_at,0.34525473484848485,4.497878787878788,3.15,5.57
1566702_at,0.859624621212121,4.226060606060606,2.18,5.43
1566703_at,0.3724876893939394,2.7524242424242424,1.61,3.39
1566709_at,0.38588428030303035,3.7730303030303034,2.56,4.71
1566715_at,0.2972121212121211,3.29060606060606,2.15,3.95
1566716_at,0.2907047348484848,2.7378787878787887,1.66,3.37
1566720_at,0.31604602272727284,3.4490909090909083,2.42,4.11
1566721_at,0.7397280303030304,5.3896969696969705,3.83,6.61
1566722_a_at,0.4231632575757576,3.395151515151516,2.16,4.14
1566725_at,0.5214460227272726,3.109090909090909,1.78,4.12
1566726_at,0.40603598484848497,3.9012121212121214,2.69,4.95
1566727_at,0.47718181818181815,3.6454545454545455,2.37,4.76
1566728_at,0.29793087121212125,3.9706060606060616,2.55,4.48
1566734_at,0.18034659090909094,3.661818181818182,2.87,4.16
1566735_at,0.5099467803030302,4.046969696969697,2.6,4.73
1566737_at,1.13546875,4.440000000000001,2.53,5.96
1566739_at,0.7657689393939393,4.1875757575757575,2.67,5.03
1566740_at,0.8236189393939396,4.325757575757576,2.75,5.7
1566748_at,0.372167234848485,3.0287878787878784,1.91,3.62
1566749_at,0.3059092803030302,2.4003030303030304,1.42,2.93
1566760_at,0.4528814393939394,4.782424242424241,3.41,6.08
1566761_a_at,0.7036818181818184,5.245454545454545,3.59,6.3
1566762_at,0.3214653409090908,2.6381818181818186,1.58,3.28
1566763_at,0.650446590909091,3.678181818181818,2.31,5.02
1566764_at,0.3634291666666667,2.8066666666666666,1.71,3.34
1566766_a_at,0.6044666666666668,3.983333333333334,2.41,4.71
1566767_at,0.4452176136363635,3.6763636363636367,2.4,4.76
1566768_at,0.4402479166666668,3.256666666666667,1.95,3.93
1566771_at,0.30117973484848487,3.1278787878787884,1.95,3.73
1566772_at,0.39828352272727263,3.0090909090909084,1.88,3.72
1566775_at,0.33032386363636373,5.513636363636365,4.44,6.61
1566776_at,0.6438530303030302,4.87969696969697,3.22,5.71
1566777_at,0.2827204545454545,2.912727272727273,1.81,3.57
1566778_at,0.520887121212121,3.499393939393939,2.2,4.27
1566779_at,0.8096272727272729,4.579090909090908,2.96,5.61
1566780_at,0.3670058712121211,3.1160606060606066,2.03,3.94
1566783_at,0.44001723484848465,3.602121212121213,2.41,4.16
1566784_at,0.4148147727272726,4.54909090909091,3.26,5.39
1566785_x_at,0.5085501893939393,5.175757575757576,3.71,6.41
1566786_at,0.7553818181818182,4.614545454545454,3.02,5.48
1566787_at,0.7094892045454545,3.6027272727272726,2.15,4.69
1566798_at,0.2500359848484849,3.172121212121211,2.25,3.8
1566803_at,0.2004392045454546,5.057272727272727,4.14,5.79
1566804_at,0.4614155303030303,3.2030303030303022,1.97,4.39
1566805_at,0.25945681818181815,2.8054545454545448,1.82,3.43
1566807_a_at,0.5159104166666666,4.046666666666668,2.71,5.07
1566809_a_at,0.44678920454545434,3.9472727272727277,2.71,4.89
1566814_at,0.3623541666666668,4.5233333333333325,3.41,5.95
1566816_at,0.5037172348484849,5.717878787878788,4.35,6.64
1566821_at,0.9553051136363638,4.693636363636363,2.78,5.77
1566823_a_at,1.5962829545454549,4.862727272727273,2.73,6.3
1566824_at,0.7981189393939395,5.4775757575757575,3.95,6.84
1566825_at,0.5071359848484849,3.258787878787879,2.11,4.03
1566830_at,0.31114678030303006,5.9030303030303015,4.69,6.6
1566831_at,0.8782301136363636,4.093636363636365,2.5,5.24
1566832_at,0.4798746212121212,3.51060606060606,2.08,4.21
1566833_x_at,0.6059626893939394,3.2824242424242427,1.8,4.04
1566834_at,0.45507556818181805,4.414545454545455,2.92,5.12
1566835_at,0.6294297348484849,4.562121212121213,2.84,5.41
1566836_at,0.5541547348484848,3.4312121212121216,2.19,4.89
1566837_at,0.7150609848484845,4.207878787878788,2.38,4.99
1566839_at,0.6095592803030301,5.800303030303029,4.17,6.8
1566840_at,0.6485363636363638,3.516363636363636,2.06,4.41
1566841_at,0.23575681818181818,4.855454545454545,3.87,5.59
1566842_at,0.45480303030303015,3.5896969696969707,2.32,4.6
1566843_at,0.36532727272727267,3.0709090909090913,1.9,4.16
1566844_at,0.7703217803030301,4.623030303030302,3.13,5.95
1566846_at,0.3835229166666668,3.046666666666667,1.83,4.16
1566848_x_at,0.4892297348484847,5.687878787878788,4.24,6.78
1566851_at,0.7188814393939394,4.882424242424244,3.04,6.03
1566852_at,0.40711136363636363,3.3136363636363644,2.13,4.05
1566853_at,0.42040928030303026,4.633030303030302,3.33,5.39
1566854_at,1.1797820075757572,5.044848484848485,2.68,6.07
1566860_at,0.42017348484848477,2.8521212121212116,1.62,3.57
1566861_at,0.6197153409090906,3.4081818181818186,1.95,4.17
1566862_at,0.3980130681818181,2.834545454545455,1.61,3.98
1566863_at,0.6664047348484845,3.408787878787879,1.98,4.99
1566865_at,0.3178903409090909,2.931818181818181,1.88,3.6
1566866_at,0.639335984848485,4.33212121212121,3.0,5.48
1566867_at,0.7708945075757578,4.385151515151516,2.83,5.39
1566868_at,0.6385496212121209,3.530606060606061,2.2,4.8
1566869_at,0.38662518939393953,2.824242424242424,1.66,3.58
1566870_at,0.5034382575757574,4.691515151515152,3.33,5.59
1566873_at,0.6769280303030302,3.880303030303029,2.28,5.21
1566874_at,0.6434564393939396,4.175757575757574,2.73,5.5
1566879_at,0.8516604166666667,4.503333333333334,3.01,6.23
1566880_at,0.5805382575757576,3.321515151515152,1.95,3.92
1566881_at,0.43251098484848494,3.307878787878789,2.12,4.2
1566882_at,0.2963376893939394,3.097575757575758,1.92,3.72
1566884_at,0.3170564393939395,4.965757575757577,3.65,6.17
1566885_at,0.6218422348484849,4.782121212121215,3.18,5.48
1566887_x_at,0.43172348484848494,5.531212121212121,3.65,6.45
1566888_at,0.4364592803030305,3.353030303030303,2.15,4.06
1566889_at,0.2277113636363636,2.8636363636363638,1.91,3.43
1566892_at,0.4143585227272727,2.9490909090909097,1.66,3.59
1566893_at,0.3221655303030305,3.0269696969696964,1.99,3.7
1566896_at,0.45804223484848483,3.281212121212122,1.98,4.21
1566897_at,0.43054337121212116,3.440606060606061,2.16,4.52
1566898_at,0.3699130681818181,3.0454545454545454,1.87,3.73
1566899_at,0.4050007575757575,3.1451515151515155,1.95,4.16
1566900_at,0.5503882575757577,3.7451515151515142,2.19,5.33
1566901_at,0.3961403409090909,3.2018181818181812,2.05,3.96
1566902_at,0.22252803030303037,3.7069696969696966,2.73,4.28
1566903_at,0.4450246212121213,4.2306060606060605,2.88,4.99
1566906_at,0.5697522727272726,4.74090909090909,3.27,5.54
1566908_at,0.7143255681818184,3.9754545454545447,2.54,4.88
1566916_at,0.9978967803030303,4.32969696969697,2.38,5.89
1566917_at,0.4282308712121213,4.36060606060606,3.07,5.3
1566923_at,0.7429562499999995,4.63,3.04,5.58
1566924_at,0.7708967803030303,4.076969696969697,2.57,5.05
1566926_at,0.7102842803030303,5.560303030303031,3.86,6.63
1566927_at,0.7524155303030304,5.533030303030306,3.86,6.66
1566930_at,0.22033200757575755,2.4548484848484846,1.52,2.99
1566931_at,0.5559068181818182,5.574545454545454,4.19,6.25
1566932_x_at,0.41742499999999993,5.320000000000001,4.12,5.95
